created_at,entry_id,field1,field2,field3,field4,field5,field6,field7
2017-08-01 07:52:05 UTC,1,27.1,27.5,0.316,0.285,3.682,0.490,1.696
2017-08-01 07:53:21 UTC,2,28.1,26.0,0.671,0.664,3.547,0.490,1.695
2017-08-01 07:54:24 UTC,3,28.8,24.7,0.369,0.343,3.530,0.490,1.695
2017-08-01 07:55:26 UTC,4,29.1,24.2,0.387,0.362,3.531,0.490,1.695
2017-08-01 07:56:29 UTC,5,29.3,23.6,0.336,0.305,3.531,0.490,1.695
2017-08-01 07:57:32 UTC,6,29.5,23.3,0.356,0.327,3.533,0.490,1.695
2017-08-01 07:58:35 UTC,7,30.1,23.0,0.364,0.331,3.534,0.490,1.695
2017-08-01 07:59:38 UTC,8,30.5,22.8,0.370,0.331,3.536,0.490,1.695
2017-08-01 08:00:42 UTC,9,30.8,22.5,0.407,0.368,3.539,0.490,1.695
2017-08-01 08:01:43 UTC,10,31.2,22.1,0.473,0.442,3.546,0.490,1.694
2017-08-01 08:02:46 UTC,11,31.9,21.6,0.542,0.492,3.547,0.490,1.695
2017-08-01 08:03:50 UTC,12,32.5,20.9,0.505,0.461,3.546,0.490,1.695
2017-08-01 08:04:53 UTC,13,33.1,20.3,0.446,0.400,3.547,0.490,1.695
2017-08-01 08:05:55 UTC,14,33.6,20.4,0.438,0.394,3.547,0.490,1.695
2017-08-01 08:06:58 UTC,15,33.7,20.6,0.439,0.396,3.548,0.490,1.695
2017-08-01 08:08:02 UTC,16,33.7,20.3,0.426,0.384,3.545,0.490,1.694
2017-08-01 08:09:05 UTC,17,33.8,19.5,0.436,0.400,3.550,0.490,1.694
2017-08-01 08:10:09 UTC,18,33.8,19.9,0.431,0.394,3.549,0.490,1.695
2017-08-01 08:11:10 UTC,19,33.9,18.6,0.467,0.432,3.552,0.490,1.695
2017-08-01 08:12:12 UTC,20,33.9,19.2,0.415,0.381,3.553,0.490,1.694
2017-08-01 08:13:16 UTC,21,33.9,19.6,0.364,0.329,3.546,0.490,1.694
2017-08-01 08:14:18 UTC,22,33.7,20.6,0.345,0.311,3.546,0.490,1.695
2017-08-01 08:15:21 UTC,23,33.6,20.4,0.336,0.302,3.544,0.490,1.695
2017-08-01 08:16:25 UTC,24,33.0,21.1,0.329,0.295,3.543,0.490,1.695
2017-08-01 08:17:27 UTC,25,32.6,20.3,0.326,0.293,3.544,0.490,1.695
2017-08-01 08:18:30 UTC,26,32.4,19.9,0.331,0.295,3.546,0.490,1.695
2017-08-01 08:19:33 UTC,27,32.2,20.1,0.336,0.299,3.542,0.490,1.695
2017-08-01 08:20:35 UTC,28,32.1,20.0,0.343,0.306,3.546,0.490,1.695
2017-08-01 08:21:37 UTC,29,32.0,20.1,0.347,0.309,3.549,0.490,1.695
2017-08-01 08:22:41 UTC,30,32.0,21.5,0.370,0.332,3.542,0.490,1.695
2017-08-01 08:23:44 UTC,31,32.2,22.0,0.377,0.338,3.542,0.490,1.695
2017-08-01 08:24:46 UTC,32,32.3,21.6,0.397,0.355,3.551,0.490,1.695
2017-08-01 08:25:49 UTC,33,32.5,22.4,0.482,0.439,3.557,0.490,1.695
2017-08-01 08:26:52 UTC,34,33.2,21.1,0.516,0.470,3.557,0.490,1.694
2017-08-01 08:27:55 UTC,35,33.9,20.7,0.550,0.494,3.559,0.490,1.695
2017-08-01 08:28:57 UTC,36,34.2,20.3,0.476,0.422,3.556,0.490,1.695
2017-08-01 08:30:00 UTC,37,34.3,19.9,0.432,0.386,3.548,0.490,1.694
2017-08-01 08:31:02 UTC,38,34.2,19.4,0.393,0.343,3.537,0.490,1.695
2017-08-01 08:32:05 UTC,39,34.1,19.9,0.397,0.342,3.543,0.490,1.695
2017-08-01 08:33:07 UTC,40,34.0,20.9,0.417,0.362,3.549,0.490,1.694
2017-08-01 08:34:10 UTC,41,34.0,21.0,0.416,0.364,3.549,0.490,1.694
2017-08-01 08:35:13 UTC,42,33.9,20.7,0.413,0.361,3.549,0.490,1.694
2017-08-01 08:36:16 UTC,43,33.9,20.7,0.411,0.361,3.552,0.490,1.694
2017-08-01 08:37:19 UTC,44,33.9,20.8,0.405,0.358,3.553,0.490,1.695
2017-08-01 08:38:21 UTC,45,33.9,20.8,0.411,0.367,3.550,0.490,1.695
2017-08-01 08:39:24 UTC,46,33.9,20.7,0.470,0.427,3.554,0.490,1.694
2017-08-01 08:40:27 UTC,47,34.0,21.1,0.449,0.400,3.544,0.490,1.695
2017-08-01 08:41:30 UTC,48,34.0,21.1,0.403,0.355,3.553,0.490,1.695
2017-08-01 08:42:33 UTC,49,34.0,20.2,0.499,0.461,3.559,0.490,1.694
2017-08-01 08:43:35 UTC,50,34.3,20.1,0.501,0.443,3.561,0.490,1.695
2017-08-01 08:44:38 UTC,51,34.7,19.5,0.627,0.579,3.570,0.490,1.695
2017-08-01 08:45:41 UTC,52,35.7,19.1,0.624,0.580,3.578,0.490,1.695
2017-08-01 08:46:44 UTC,53,36.6,17.8,0.673,0.586,3.579,0.490,1.695
2017-08-01 08:47:47 UTC,54,36.8,18.2,0.583,0.547,3.580,0.490,1.695
2017-08-01 08:48:50 UTC,55,37.0,18.5,0.552,0.494,3.578,0.490,1.694
2017-08-01 08:49:53 UTC,56,37.0,18.0,0.548,0.512,3.582,0.490,1.695
2017-08-01 08:50:56 UTC,57,37.0,18.0,0.528,0.479,3.579,0.490,1.694
2017-08-01 08:51:58 UTC,58,36.8,18.3,0.498,0.447,3.578,0.490,1.695
2017-08-01 08:53:01 UTC,59,36.7,17.9,0.502,0.466,3.580,0.490,1.695
2017-08-01 08:54:04 UTC,60,36.8,17.6,0.933,0.928,3.610,0.490,1.695
2017-08-01 08:55:07 UTC,61,38.3,15.9,0.485,0.435,3.585,0.490,1.695
2017-08-01 08:56:09 UTC,62,37.8,15.5,0.723,0.671,3.596,0.490,1.695
2017-08-01 08:57:12 UTC,63,37.7,15.8,0.578,0.534,3.591,0.490,1.694
2017-08-01 08:58:14 UTC,64,38.2,15.5,0.873,0.822,3.609,0.490,1.694
2017-08-01 08:59:17 UTC,65,38.9,15.1,0.587,0.552,3.596,0.490,1.694
2017-08-01 09:00:20 UTC,66,39.0,15.3,0.501,0.463,3.589,0.490,1.694
2017-08-01 09:01:22 UTC,67,38.5,15.8,0.458,0.416,3.585,0.490,1.694
2017-08-01 09:02:26 UTC,68,38.0,16.6,0.434,0.389,3.584,0.490,1.694
2017-08-01 09:03:28 UTC,69,36.8,16.1,0.442,0.393,3.586,0.490,1.695
2017-08-01 09:04:31 UTC,70,35.6,17.0,0.473,0.420,3.589,0.490,1.694
2017-08-01 09:05:34 UTC,71,35.1,17.5,0.498,0.448,3.591,0.490,1.694
2017-08-01 09:06:37 UTC,72,35.3,17.5,0.505,0.458,3.592,0.490,1.694
2017-08-01 09:07:40 UTC,73,35.5,17.4,0.547,0.499,3.596,0.490,1.695
2017-08-01 09:08:43 UTC,74,35.7,17.6,0.480,0.431,3.592,0.490,1.695
2017-08-01 09:09:46 UTC,75,35.8,17.2,0.463,0.411,3.591,0.490,1.695
2017-08-01 09:10:49 UTC,76,35.7,17.0,0.463,0.412,3.591,0.490,1.694
2017-08-01 09:11:52 UTC,77,35.7,16.9,0.461,0.411,3.590,0.490,1.694
2017-08-01 09:12:54 UTC,78,35.5,17.4,0.448,0.398,3.590,0.489,1.694
2017-08-01 09:13:58 UTC,79,35.4,17.6,0.437,0.385,3.590,0.490,1.695
2017-08-01 09:15:01 UTC,80,35.4,17.5,0.439,0.386,3.589,0.489,1.694
2017-08-01 09:16:04 UTC,81,35.3,17.8,0.451,0.398,3.591,0.490,1.695
2017-08-01 09:17:07 UTC,82,35.0,17.7,0.479,0.424,3.593,0.489,1.694
2017-08-01 09:18:09 UTC,83,34.6,17.9,0.486,0.432,3.594,0.490,1.695
2017-08-01 09:19:14 UTC,84,34.7,17.9,0.496,0.441,3.595,0.490,1.694
2017-08-01 09:20:17 UTC,85,34.6,17.8,0.509,0.454,3.597,0.489,1.694
2017-08-01 09:21:19 UTC,86,34.8,17.8,0.520,0.471,3.598,0.490,1.695
2017-08-01 09:22:24 UTC,87,34.3,17.8,0.470,0.410,3.596,0.490,1.695
2017-08-01 09:23:24 UTC,88,33.8,18.4,0.443,0.387,3.595,0.490,1.695
2017-08-01 09:24:27 UTC,89,33.7,19.1,0.440,0.384,3.594,0.490,1.695
2017-08-01 09:25:30 UTC,90,33.8,19.0,0.448,0.394,3.594,0.490,1.695
2017-08-01 09:26:33 UTC,91,34.0,18.7,0.463,0.405,3.596,0.490,1.695
2017-08-01 09:27:36 UTC,92,33.8,19.5,0.478,0.421,3.597,0.490,1.695
2017-08-01 09:28:38 UTC,93,33.8,19.6,0.497,0.434,3.598,0.490,1.694
2017-08-01 09:29:41 UTC,94,33.9,19.8,0.529,0.471,3.602,0.490,1.695
2017-08-01 09:30:45 UTC,95,33.6,19.4,0.547,0.484,3.604,0.490,1.695
2017-08-01 09:31:47 UTC,96,33.7,20.1,0.603,0.552,3.609,0.490,1.695
2017-08-01 09:32:51 UTC,97,34.0,19.3,0.705,0.654,3.617,0.490,1.695
2017-08-01 09:33:53 UTC,98,34.4,18.6,0.725,0.675,3.619,0.490,1.695
2017-08-01 09:34:56 UTC,99,35.4,17.8,1.229,1.155,3.667,0.490,1.694
2017-08-01 09:35:59 UTC,100,36.8,16.0,0.949,0.886,3.635,0.490,1.694
2017-08-01 09:37:01 UTC,101,37.9,15.8,0.922,0.879,3.638,0.490,1.695
2017-08-01 09:38:05 UTC,102,39.0,14.4,1.037,0.992,3.660,0.490,1.695
2017-08-01 09:39:08 UTC,103,39.3,14.0,0.870,0.806,3.633,0.490,1.695
2017-08-01 09:40:11 UTC,104,39.2,13.9,0.673,0.613,3.621,0.490,1.695
2017-08-01 09:41:13 UTC,105,39.1,13.9,0.563,0.509,3.614,0.490,1.695
2017-08-01 09:42:16 UTC,106,37.7,15.0,0.553,0.501,3.613,0.490,1.695
2017-08-01 09:43:19 UTC,107,37.5,15.1,0.583,0.531,3.615,0.490,1.694
2017-08-01 09:44:21 UTC,108,37.2,15.2,0.590,0.538,3.617,0.490,1.695
2017-08-01 09:45:28 UTC,109,36.8,15.2,0.595,0.544,3.617,0.490,1.694
2017-08-01 09:46:27 UTC,110,36.6,15.4,0.641,0.591,3.621,0.490,1.695
2017-08-01 09:47:30 UTC,111,36.7,15.2,0.640,0.591,3.621,0.490,1.694
2017-08-01 09:48:33 UTC,112,37.0,14.6,0.591,0.544,3.618,0.489,1.695
2017-08-01 09:49:35 UTC,113,36.5,14.8,0.550,0.504,3.615,0.490,1.694
2017-08-01 09:50:38 UTC,114,36.5,14.9,0.518,0.474,3.612,0.490,1.694
2017-08-01 09:51:40 UTC,115,35.7,15.2,0.488,0.442,3.612,0.490,1.695
2017-08-01 09:52:43 UTC,116,34.4,16.1,0.457,0.415,3.611,0.490,1.695
2017-08-01 09:53:46 UTC,117,34.1,16.5,0.422,0.384,3.610,0.490,1.694
2017-08-01 09:54:48 UTC,118,33.6,17.0,0.397,0.358,3.609,0.490,1.694
2017-08-01 09:55:51 UTC,119,33.1,17.8,0.378,0.340,3.608,0.490,1.694
2017-08-01 09:56:54 UTC,120,33.6,17.8,0.374,0.334,3.606,0.490,1.694
2017-08-01 09:57:57 UTC,121,33.8,17.5,0.377,0.334,3.607,0.489,1.694
2017-08-01 09:59:00 UTC,122,33.8,17.5,0.390,0.344,3.608,0.490,1.695
2017-08-01 10:00:03 UTC,123,34.0,17.4,0.413,0.364,3.608,0.490,1.694
2017-08-01 10:01:05 UTC,124,33.8,17.5,0.442,0.392,3.611,0.490,1.695
2017-08-01 10:02:09 UTC,125,33.7,18.1,0.444,0.389,3.611,0.490,1.695
2017-08-01 10:03:12 UTC,126,33.9,17.8,0.446,0.386,3.611,0.490,1.694
2017-08-01 10:04:15 UTC,127,34.0,17.4,0.460,0.391,3.612,0.490,1.694
2017-08-01 10:05:17 UTC,128,34.3,17.1,0.487,0.411,3.612,0.490,1.695
2017-08-01 10:06:20 UTC,129,34.8,16.9,0.514,0.438,3.615,0.489,1.695
2017-08-01 10:07:23 UTC,130,35.4,16.6,0.555,0.484,3.618,0.490,1.694
2017-08-01 10:08:26 UTC,131,35.8,15.9,0.709,0.659,3.631,0.490,1.694
2017-08-01 10:09:30 UTC,132,35.9,15.1,0.691,0.630,3.631,0.490,1.695
2017-08-01 10:10:31 UTC,133,36.3,14.9,0.718,0.671,3.632,0.489,1.694
2017-08-01 10:11:35 UTC,134,37.0,14.6,0.660,0.608,3.629,0.490,1.695
2017-08-01 10:12:37 UTC,135,37.2,14.7,0.543,0.485,3.621,0.490,1.694
2017-08-01 10:13:42 UTC,136,36.9,15.1,0.532,0.472,3.620,0.489,1.694
2017-08-01 10:14:43 UTC,137,36.8,15.8,0.558,0.499,3.622,0.489,1.694
2017-08-01 10:15:46 UTC,138,37.1,15.3,0.584,0.525,3.625,0.490,1.694
2017-08-01 10:16:49 UTC,139,37.5,14.9,0.604,0.546,3.627,0.490,1.695
2017-08-01 10:17:52 UTC,140,38.1,14.1,0.592,0.530,3.625,0.490,1.694
2017-08-01 10:18:54 UTC,141,38.3,13.7,0.522,0.464,3.619,0.490,1.694
2017-08-01 10:19:56 UTC,142,38.4,13.9,0.526,0.467,3.620,0.490,1.694
2017-08-01 10:20:59 UTC,143,37.3,14.1,0.558,0.499,3.623,0.489,1.694
2017-08-01 10:22:02 UTC,144,36.9,14.4,0.576,0.522,3.626,0.490,1.694
2017-08-01 10:23:04 UTC,145,36.5,14.7,0.580,0.521,3.626,0.489,1.694
2017-08-01 10:24:08 UTC,146,36.1,14.8,0.546,0.486,3.624,0.490,1.694
2017-08-01 10:25:11 UTC,147,36.3,14.8,0.566,0.504,3.626,0.490,1.694
2017-08-01 10:26:13 UTC,148,36.1,15.0,0.566,0.504,3.627,0.489,1.694
2017-08-01 10:27:16 UTC,149,35.6,15.3,0.616,0.552,3.632,0.490,1.695
2017-08-01 10:28:19 UTC,150,35.7,15.4,0.627,0.569,3.633,0.490,1.695
2017-08-01 10:29:22 UTC,151,35.9,15.6,0.595,0.532,3.631,0.490,1.695
2017-08-01 10:30:25 UTC,152,36.4,14.9,0.623,0.564,3.632,0.490,1.694
2017-08-01 10:31:28 UTC,153,36.8,14.2,0.653,0.592,3.634,0.490,1.694
2017-08-01 10:32:32 UTC,154,36.5,14.5,0.594,0.529,3.631,0.489,1.694
2017-08-01 10:33:33 UTC,155,36.8,14.5,0.625,0.553,3.633,0.490,1.694
2017-08-01 10:34:37 UTC,156,37.3,14.2,0.735,0.628,3.640,0.490,1.694
2017-08-01 10:35:40 UTC,157,37.6,13.7,0.633,0.570,3.636,0.489,1.694
2017-08-01 10:36:43 UTC,158,38.6,13.1,0.705,0.642,3.642,0.490,1.695
2017-08-01 10:37:45 UTC,159,39.4,12.6,0.772,0.717,3.645,0.490,1.694
2017-08-01 10:38:48 UTC,160,40.1,12.4,0.655,0.601,3.638,0.490,1.695
2017-08-01 10:39:50 UTC,161,40.1,12.1,0.633,0.582,3.636,0.490,1.694
2017-08-01 10:40:53 UTC,162,40.2,12.1,0.667,0.597,3.637,0.489,1.695
2017-08-01 10:41:55 UTC,163,40.4,12.1,0.642,0.574,3.635,0.490,1.694
2017-08-01 10:42:58 UTC,164,40.3,12.1,0.547,0.491,3.631,0.489,1.694
2017-08-01 10:44:01 UTC,165,40.0,12.4,0.602,0.557,3.635,0.489,1.694
2017-08-01 10:45:03 UTC,166,39.8,12.2,0.677,0.629,3.641,0.489,1.694
2017-08-01 10:46:05 UTC,167,39.9,12.4,0.741,0.710,3.647,0.490,1.694
2017-08-01 10:47:09 UTC,168,39.7,12.7,0.889,0.818,3.654,0.490,1.694
2017-08-01 10:48:12 UTC,169,39.0,13.1,0.632,0.586,3.642,0.490,1.694
2017-08-01 10:49:15 UTC,170,39.0,13.3,0.591,0.548,3.639,0.489,1.694
2017-08-01 10:50:18 UTC,171,38.9,13.1,0.572,0.527,3.638,0.489,1.694
2017-08-01 10:51:20 UTC,172,38.5,12.9,0.567,0.524,3.639,0.489,1.694
2017-08-01 10:52:23 UTC,173,37.6,13.6,0.546,0.502,3.638,0.489,1.694
2017-08-01 10:53:25 UTC,174,37.0,13.9,0.549,0.507,3.637,0.489,1.694
2017-08-01 10:54:28 UTC,175,36.9,14.2,0.553,0.514,3.638,0.490,1.694
2017-08-01 10:55:31 UTC,176,36.7,14.6,0.525,0.486,3.637,0.489,1.694
2017-08-01 10:56:33 UTC,177,36.2,14.7,0.500,0.465,3.636,0.489,1.694
2017-08-01 10:57:37 UTC,178,35.1,15.4,0.466,0.427,3.635,0.489,1.694
2017-08-01 10:58:39 UTC,179,34.4,16.3,0.450,0.415,3.635,0.489,1.694
2017-08-01 10:59:43 UTC,180,34.3,16.0,0.453,0.419,3.635,0.490,1.694
2017-08-01 11:00:46 UTC,181,34.3,16.1,0.478,0.441,3.636,0.489,1.694
2017-08-01 11:01:48 UTC,182,34.1,15.8,0.512,0.481,3.639,0.490,1.694
2017-08-01 11:02:51 UTC,183,34.2,16.2,0.564,0.535,3.644,0.489,1.694
2017-08-01 11:03:54 UTC,184,34.4,15.8,0.647,0.620,3.651,0.489,1.694
2017-08-01 11:04:57 UTC,185,35.0,15.4,0.822,0.803,3.663,0.490,1.694
2017-08-01 11:05:59 UTC,186,36.0,14.9,0.738,0.712,3.659,0.490,1.694
2017-08-01 11:07:02 UTC,187,35.8,15.6,0.721,0.696,3.660,0.490,1.695
2017-08-01 11:08:04 UTC,188,36.4,14.7,0.695,0.661,3.659,0.490,1.694
2017-08-01 11:09:07 UTC,189,37.0,13.9,0.819,0.797,3.669,0.490,1.695
2017-08-01 11:10:09 UTC,190,37.7,13.6,1.340,1.271,3.711,0.490,1.694
2017-08-01 11:11:12 UTC,191,40.4,12.1,1.838,1.583,3.734,0.490,1.694
2017-08-01 11:12:15 UTC,192,42.7,10.4,1.174,1.013,3.708,0.490,1.694
2017-08-01 11:13:20 UTC,193,43.0,10.1,0.821,0.793,3.681,0.490,1.694
2017-08-01 11:14:21 UTC,194,43.8,9.9,0.752,0.710,3.673,0.490,1.694
2017-08-01 11:15:23 UTC,195,44.6,9.6,0.980,0.926,3.685,0.490,1.694
2017-08-01 11:16:27 UTC,196,44.5,9.4,1.212,0.958,3.680,0.490,1.694
2017-08-01 11:17:30 UTC,197,44.6,9.3,2.393,1.584,3.729,0.490,1.694
2017-08-01 11:18:33 UTC,198,46.7,8.6,1.931,1.451,3.724,0.490,1.694
2017-08-01 11:19:36 UTC,199,48.2,7.9,1.004,0.894,3.685,0.490,1.694
2017-08-01 11:20:39 UTC,200,47.8,7.8,1.129,1.017,3.708,0.490,1.694
2017-08-01 11:21:40 UTC,201,48.8,7.5,1.574,1.288,3.728,0.490,1.694
2017-08-01 11:22:43 UTC,202,50.2,7.0,1.997,1.446,3.735,0.490,1.694
2017-08-01 11:23:46 UTC,203,51.3,6.6,2.358,1.527,3.736,0.490,1.694
2017-08-01 11:24:49 UTC,204,51.9,6.4,1.289,1.047,3.714,0.490,1.694
2017-08-01 11:25:52 UTC,205,52.3,6.0,1.325,1.115,3.719,0.490,1.694
2017-08-01 11:26:55 UTC,206,51.9,6.3,1.362,1.186,3.727,0.490,1.694
2017-08-01 11:27:57 UTC,207,50.9,6.6,0.987,0.934,3.704,0.490,1.694
2017-08-01 11:29:00 UTC,208,49.1,7.3,0.718,0.665,3.684,0.489,1.694
2017-08-01 11:30:05 UTC,209,47.4,8.0,0.596,0.549,3.678,0.489,1.694
2017-08-01 11:31:06 UTC,210,44.8,8.8,0.540,0.489,3.675,0.489,1.694
2017-08-01 11:32:10 UTC,211,43.5,9.5,0.567,0.514,3.674,0.489,1.694
2017-08-01 11:33:12 UTC,212,42.8,10.1,0.730,0.695,3.685,0.489,1.694
2017-08-01 11:34:14 UTC,213,43.2,9.9,0.739,0.696,3.687,0.489,1.694
2017-08-01 11:35:17 UTC,214,43.6,9.6,1.062,1.037,3.724,0.490,1.694
2017-08-01 11:36:20 UTC,215,44.8,9.2,1.064,1.033,3.729,0.490,1.694
2017-08-01 11:37:22 UTC,216,45.6,8.6,1.304,1.227,3.738,0.489,1.694
2017-08-01 11:38:24 UTC,217,47.2,8.0,1.407,1.266,3.743,0.490,1.694
2017-08-01 11:40:31 UTC,218,48.4,7.6,0.915,0.890,3.715,0.490,1.694
2017-08-01 11:41:34 UTC,219,48.3,7.4,0.996,1.007,3.736,0.490,1.694
2017-08-01 11:42:36 UTC,220,48.3,7.3,1.476,1.406,3.761,0.490,1.694
2017-08-01 11:43:39 UTC,221,49.7,6.9,1.900,1.625,3.780,0.490,1.694
2017-08-01 11:44:42 UTC,222,52.3,6.1,1.899,1.649,3.783,0.490,1.694
2017-08-01 11:45:44 UTC,223,54.6,5.4,2.347,1.860,3.798,0.490,1.694
2017-08-01 11:46:49 UTC,224,56.8,4.9,2.353,1.859,3.799,0.490,1.694
2017-08-01 11:47:50 UTC,225,58.3,4.5,2.256,1.761,3.790,0.490,1.694
2017-08-01 11:48:53 UTC,226,58.3,4.2,2.479,1.877,3.808,0.490,1.694
2017-08-01 11:49:57 UTC,227,58.9,4.1,2.053,1.686,3.806,0.490,1.694
2017-08-01 11:50:59 UTC,228,59.1,4.0,1.580,1.445,3.794,0.490,1.694
2017-08-01 11:52:02 UTC,229,57.3,4.4,1.039,1.114,3.782,0.490,1.694
2017-08-01 11:53:05 UTC,230,56.6,4.6,1.799,1.655,3.812,0.490,1.694
2017-08-01 11:54:10 UTC,231,56.3,4.7,0.808,0.831,3.759,0.490,1.694
2017-08-01 11:55:10 UTC,232,55.0,5.0,0.918,0.986,3.780,0.489,1.694
2017-08-01 11:56:13 UTC,233,54.2,5.2,0.787,0.831,3.759,0.489,1.693
2017-08-01 11:57:14 UTC,234,52.7,5.7,0.683,0.710,3.753,0.489,1.694
2017-08-01 11:58:17 UTC,235,51.2,6.2,0.591,0.606,3.746,0.489,1.694
2017-08-01 11:59:21 UTC,236,47.9,7.3,0.849,0.929,3.770,0.489,1.693
2017-08-01 12:00:24 UTC,237,49.0,7.1,2.459,2.138,3.858,0.490,1.694
2017-08-01 12:01:26 UTC,238,52.5,5.8,2.430,2.101,3.858,0.490,1.694
2017-08-01 12:02:29 UTC,239,54.6,5.2,2.266,2.016,3.857,0.490,1.694
2017-08-01 12:03:31 UTC,240,54.3,5.4,2.149,1.946,3.855,0.490,1.694
2017-08-01 12:04:35 UTC,241,55.2,5.0,2.114,1.926,3.856,0.490,1.694
2017-08-01 12:05:38 UTC,242,55.9,4.8,2.099,1.912,3.858,0.490,1.694
2017-08-01 12:06:41 UTC,243,56.1,4.6,2.114,1.924,3.860,0.490,1.694
2017-08-01 12:07:44 UTC,244,56.9,4.5,2.145,1.932,3.862,0.490,1.694
2017-08-01 12:08:46 UTC,245,57.6,4.3,2.184,1.945,3.864,0.490,1.694
2017-08-01 12:09:50 UTC,246,58.3,4.2,2.112,1.879,3.863,0.490,1.694
2017-08-01 12:10:52 UTC,247,57.3,4.3,2.140,1.935,3.867,0.490,1.694
2017-08-01 12:11:55 UTC,248,56.8,4.5,2.146,1.906,3.866,0.490,1.694
2017-08-01 12:12:59 UTC,249,57.2,4.5,2.020,1.844,3.867,0.490,1.694
